id,reading_date,kwh_value,contract_id
75,2025-04-29 11:50:24,208.77,2
76,2025-03-29 11:50:24,250.44,2
77,2025-03-31 11:50:24,94.87,2
78,2025-04-13 11:50:24,263.66,2
79,2025-04-18 11:50:24,327.65,2
80,2025-03-05 11:50:24,190.67,2
81,2025-05-24 11:50:24,336.72,2
82,2025-03-28 11:50:24,376.96,2
83,2025-03-16 11:50:24,419.49,2
84,2025-05-11 11:50:24,404.11,2
85,2025-05-10 11:50:24,324.64,2
86,2025-05-02 11:50:24,378.52,2
87,2025-03-24 11:50:24,462.49,2
88,2025-05-03 11:50:24,254.52,2
89,2025-06-02 11:50:24,494.88,2
90,2025-04-20 11:50:24,356.84,2
91,2025-04-04 11:50:24,161.32,2
92,2025-05-23 11:50:24,157.43,2
93,2025-04-09 11:50:24,424.99,2
94,2025-03-07 11:50:24,58.73,2
95,2025-03-25 11:50:24,492.81,2
96,2025-05-31 11:50:24,327.98,2
97,2025-04-12 11:50:24,79.83,2
98,2025-05-30 11:50:24,493.7,2
99,2025-04-16 11:50:24,223.42,2
100,2025-04-21 11:50:24,243.12,2
101,2025-05-29 11:50:24,202.31,2
102,2025-05-28 11:50:24,488.88,2
103,2025-04-28 11:50:24,179.69,2
104,2025-03-18 11:50:24,88.89,2
105,2025-05-27 11:50:24,346.85,2
106,2025-05-17 11:50:24,318.26,2
107,2025-05-25 11:50:24,300.3,2
108,2025-04-05 11:50:24,115.27,2
109,2025-03-08 11:50:24,242.82,2
110,2025-04-11 11:50:24,482.71,2
111,2025-03-10 11:50:24,375.25,2
112,2025-05-07 11:50:24,486.82,2
113,2025-05-16 11:50:24,339.03,2
114,2025-04-03 11:50:24,222.0,2
115,2025-05-05 11:50:24,72.59,2
116,2025-05-14 11:50:24,423.86,2
117,2025-05-21 11:50:24,340.75,2
118,2025-05-15 11:50:24,437.87,2
119,2025-03-15 11:50:24,373.06,2
120,2025-04-26 11:50:24,226.87,2
121,2025-03-21 11:50:24,316.44,3
122,2025-04-12 11:50:24,491.62,3
123,2025-04-15 11:50:24,399.64,3
124,2025-05-19 11:50:24,440.84,3
125,2025-04-19 11:50:24,232.39,3
126,2025-05-15 11:50:24,419.09,3
127,2025-05-27 11:50:24,386.28,3
128,2025-05-09 11:50:24,175.72,3
129,2025-04-03 11:50:24,236.25,3
130,2025-04-29 11:50:24,63.28,3
131,2025-03-07 11:50:24,145.08,3
132,2025-05-03 11:50:24,157.18,3
133,2025-05-18 11:50:24,437.16,3
134,2025-03-09 11:50:24,258.44,3
135,2025-05-05 11:50:24,280.91,3
136,2025-03-19 11:50:24,397.41,3
137,2025-04-17 11:50:24,290.91,3
138,2025-03-12 11:50:24,312.84,3
139,2025-06-01 11:50:24,477.85,3
140,2025-03-11 11:50:24,400.95,3
141,2025-04-23 11:50:24,161.89,3
142,2025-05-24 11:50:24,250.46,3
143,2025-05-29 11:50:24,304.97,3
144,2025-05-01 11:50:24,389.93,3
145,2025-04-07 11:50:24,270.68,3
146,2025-05-31 11:50:24,320.86,3
147,2025-03-05 11:50:24,143.77,3
148,2025-05-11 11:50:24,60.34,3
149,2025-05-04 11:50:24,432.7,3
150,2025-05-16 11:50:24,389.24,3
151,2025-05-13 11:50:24,483.84,3
152,2025-05-22 11:50:24,270.3,3
153,2025-03-17 11:50:24,142.9,3
154,2025-03-31 11:50:24,301.37,3
155,2025-03-13 11:50:24,417.65,3
156,2025-04-08 11:50:24,410.38,3
157,2025-04-05 11:50:24,97.98,3
158,2025-04-22 11:50:24,387.45,3
159,2025-03-08 11:50:24,259.31,3
160,2025-04-06 11:50:24,130.24,3
161,2025-04-21 11:50:24,128.29,3
162,2025-04-27 11:50:24,214.19,3
163,2025-05-26 11:50:24,361.08,3
164,2025-04-30 11:50:24,422.49,3
165,2025-03-29 11:50:24,212.94,3
166,2025-03-15 11:50:24,383.79,3
167,2025-04-01 11:50:24,317.97,3
168,2025-04-14 11:50:24,141.82,3
169,2025-03-24 11:50:24,130.63,3
170,2025-03-28 11:50:24,315.11,3
171,2025-03-27 11:50:24,484.16,3
172,2025-03-26 11:50:24,478.61,3
173,2025-03-10 11:50:24,472.98,3
174,2025-04-04 11:50:24,136.79,3
175,2025-04-26 11:50:24,146.8,3
176,2025-05-20 11:50:24,391.68,3
177,2025-03-23 11:50:24,233.53,3
178,2025-05-10 11:50:24,138.51,3
179,2025-05-23 11:50:24,218.7,3
180,2025-03-06 11:50:24,414.95,3
181,2025-04-19 11:50:24,53.45,4
182,2025-04-21 11:50:24,269.45,4
183,2025-04-09 11:50:24,243.04,4
184,2025-04-12 11:50:24,213.5,4
185,2025-03-24 11:50:24,280.26,4
186,2025-03-15 11:50:24,290.57,4
187,2025-05-30 11:50:24,143.65,4
188,2025-05-29 11:50:24,181.3,4
189,2025-04-07 11:50:24,358.02,4
190,2025-04-15 11:50:24,403.95,4
191,2025-05-17 11:50:24,265.73,4
192,2025-04-11 11:50:24,440.88,4
193,2025-03-09 11:50:24,488.62,4
194,2025-04-17 11:50:24,368.92,4
195,2025-04-10 11:50:24,107.7,4
196,2025-05-16 11:50:24,403.01,4
197,2025-03-19 11:50:24,336.72,4
198,2025-04-18 11:50:24,208.91,4
199,2025-03-30 11:50:24,331.03,4
200,2025-05-12 11:50:24,441.68,4
201,2025-04-05 11:50:24,143.87,4
202,2025-03-18 11:50:24,291.35,4
203,2025-05-09 11:50:24,344.29,4
204,2025-03-23 11:50:24,233.09,4
205,2025-03-16 11:50:24,102.14,4
206,2025-03-05 11:50:24,456.88,4
207,2025-05-14 11:50:24,131.17,4
208,2025-04-04 11:50:24,74.85,4
209,2025-04-23 11:50:24,164.68,4
210,2025-03-21 11:50:24,448.83,4
211,2025-05-24 11:50:24,424.94,4
212,2025-04-13 11:50:24,279.69,4
213,2025-05-20 11:50:24,255.09,4
214,2025-05-15 11:50:24,107.69,4
215,2025-05-02 11:50:24,128.71,4
216,2025-03-27 11:50:24,409.8,4
217,2025-04-27 11:50:24,146.58,4
218,2025-03-07 11:50:24,62.33,4
219,2025-05-31 11:50:24,205.25,4
220,2025-04-29 11:50:24,130.24,4
221,2025-04-06 11:50:24,488.01,4
222,2025-05-25 11:50:24,221.56,4
223,2025-04-26 11:50:24,320.22,4
224,2025-05-22 11:50:24,436.57,4
225,2025-04-14 11:50:24,89.08,4
226,2025-05-05 11:50:24,449.94,4
227,2025-03-31 11:50:24,216.19,4
228,2025-06-02 11:50:24,327.22,4
229,2025-03-26 11:50:24,462.49,4
230,2025-05-19 11:50:24,122.37,4
231,2025-06-01 11:50:24,358.0,4
232,2025-05-18 11:50:24,392.24,4
233,2025-03-17 11:50:24,131.29,4
234,2025-03-25 11:50:24,405.33,4
235,2025-04-22 11:50:24,258.85,4
236,2025-04-20 11:50:24,288.17,4
237,2025-04-08 11:50:24,278.38,4
238,2025-05-03 11:50:24,109.31,4
239,2025-04-28 11:50:24,212.8,4
240,2025-03-12 11:50:24,342.87,4
241,2025-04-26 11:50:24,246.26,5
242,2025-04-18 11:50:24,355.03,5
243,2025-04-16 11:50:24,194.85,5
244,2025-04-17 11:50:24,487.24,5
245,2025-04-05 11:50:24,116.53,5
246,2025-05-16 11:50:24,78.66,5
247,2025-05-03 11:50:24,75.02,5
248,2025-05-17 11:50:24,338.72,5
249,2025-06-01 11:50:24,193.65,5
250,2025-04-11 11:50:24,486.3,5
251,2025-03-16 11:50:24,483.07,5
252,2025-05-24 11:50:24,57.27,5
253,2025-04-13 11:50:24,151.35,5
254,2025-06-02 11:50:24,450.41,5
255,2025-04-29 11:50:24,100.63,5
256,2025-04-24 11:50:24,217.69,5
257,2025-05-25 11:50:24,421.82,5
258,2025-03-31 11:50:24,356.26,5
259,2025-03-14 11:50:24,362.69,5
260,2025-03-30 11:50:24,333.76,5
261,2025-03-10 11:50:24,181.16,5
262,2025-03-17 11:50:24,391.75,5
263,2025-04-28 11:50:24,290.69,5
264,2025-03-05 11:50:24,432.23,5
265,2025-03-29 11:50:24,259.29,5
266,2025-05-26 11:50:24,50.07,5
267,2025-05-20 11:50:24,51.27,5
268,2025-03-19 11:50:24,333.01,5
269,2025-03-09 11:50:24,489.25,5
270,2025-05-19 11:50:24,396.97,5
271,2025-05-04 11:50:24,274.81,5
272,2025-05-21 11:50:24,496.81,5
273,2025-04-07 11:50:24,192.8,5
274,2025-03-27 11:50:24,381.56,5
275,2025-05-09 11:50:24,300.24,5
276,2025-04-10 11:50:24,445.9,5
277,2025-05-02 11:50:24,146.02,5
278,2025-05-12 11:50:24,111.37,5
279,2025-03-24 11:50:24,349.97,5
280,2025-03-07 11:50:24,351.1,5
281,2025-04-06 11:50:24,66.87,5
282,2025-04-02 11:50:24,477.48,5
283,2025-05-29 11:50:24,455.93,5
284,2025-03-21 11:50:24,136.41,5
285,2025-03-22 11:50:24,85.36,5
286,2025-04-19 11:50:24,262.07,5
287,2025-04-14 11:50:24,277.32,5
288,2025-03-12 11:50:24,385.68,5
289,2025-03-13 11:50:24,364.95,5
290,2025-04-15 11:50:24,114.48,5
291,2025-04-08 11:50:24,426.27,5
292,2025-05-08 11:50:24,282.84,5
293,2025-03-20 11:50:24,83.27,5
294,2025-03-28 11:50:24,404.82,5
295,2025-05-31 11:50:24,99.87,5
296,2025-03-18 11:50:24,93.93,5
297,2025-05-06 11:50:24,250.01,5
298,2025-03-08 11:50:24,191.75,5
299,2025-03-06 11:50:24,58.05,5
300,2025-03-11 11:50:24,225.6,5
301,2025-04-20 11:50:24,283.56,6
302,2025-05-22 11:50:24,384.77,6
303,2025-03-31 11:50:24,250.05,6
304,2025-03-09 11:50:24,173.08,6
305,2025-03-17 11:50:24,235.06,6
306,2025-05-17 11:50:24,307.75,6
307,2025-03-24 11:50:24,425.04,6
308,2025-04-16 11:50:24,402.47,6
309,2025-03-20 11:50:24,275.69,6
310,2025-03-07 11:50:24,196.23,6
311,2025-05-26 11:50:24,261.65,6
312,2025-05-05 11:50:24,277.82,6
313,2025-03-19 11:50:24,388.48,6
314,2025-05-27 11:50:24,383.75,6
315,2025-04-30 11:50:24,76.57,6
316,2025-04-06 11:50:24,90.99,6
317,2025-04-19 11:50:24,265.87,6
318,2025-05-09 11:50:24,288.87,6
319,2025-05-29 11:50:24,453.2,6
320,2025-03-28 11:50:24,215.73,6
321,2025-03-21 11:50:24,432.98,6
322,2025-05-03 11:50:24,284.78,6
323,2025-03-30 11:50:24,495.73,6
324,2025-05-06 11:50:24,178.35,6
325,2025-05-04 11:50:24,129.88,6
326,2025-04-13 11:50:24,203.96,6
327,2025-05-30 11:50:24,372.55,6
328,2025-05-02 11:50:24,383.69,6
329,2025-04-28 11:50:24,179.74,6
330,2025-04-08 11:50:24,112.72,6
331,2025-05-28 11:50:24,132.35,6
332,2025-05-10 11:50:24,419.09,6
333,2025-04-21 11:50:24,383.92,6
334,2025-05-07 11:50:24,448.83,6
335,2025-05-25 11:50:24,102.66,6
336,2025-04-10 11:50:24,199.48,6
337,2025-05-31 11:50:24,123.54,6
338,2025-04-15 11:50:24,482.35,6
339,2025-04-24 11:50:24,281.62,6
340,2025-06-01 11:50:24,395.94,6
341,2025-05-18 11:50:24,57.86,6
342,2025-05-08 11:50:24,348.19,6
343,2025-03-08 11:50:24,420.61,6
344,2025-04-03 11:50:24,429.43,6
345,2025-04-29 11:50:24,54.37,6
346,2025-05-14 11:50:24,150.84,6
347,2025-04-11 11:50:24,153.56,6
348,2025-04-09 11:50:24,492.53,6
349,2025-03-15 11:50:24,444.87,6
350,2025-03-18 11:50:24,372.69,6
351,2025-03-29 11:50:24,456.43,6
352,2025-03-05 11:50:24,95.97,6
353,2025-03-23 11:50:24,248.73,6
354,2025-04-27 11:50:24,112.09,6
355,2025-04-04 11:50:24,436.75,6
356,2025-05-15 11:50:24,321.77,6
357,2025-03-26 11:50:24,483.4,6
358,2025-05-20 11:50:24,283.57,6
359,2025-04-22 11:50:24,116.47,6
360,2025-05-16 11:50:24,203.64,6
361,2025-05-07 11:50:24,418.0,7
362,2025-03-20 11:50:24,459.85,7
363,2025-05-26 11:50:24,338.82,7
364,2025-03-13 11:50:24,427.99,7
365,2025-04-14 11:50:24,69.39,7
366,2025-05-20 11:50:24,277.84,7
367,2025-03-27 11:50:24,109.91,7
368,2025-03-12 11:50:24,494.43,7
369,2025-03-11 11:50:24,496.68,7
370,2025-05-16 11:50:24,487.04,7
371,2025-04-18 11:50:24,209.44,7
372,2025-05-01 11:50:24,188.12,7
373,2025-04-11 11:50:24,492.03,7
374,2025-04-30 11:50:24,376.49,7
375,2025-05-05 11:50:24,83.4,7
376,2025-05-09 11:50:24,193.55,7
377,2025-04-12 11:50:24,459.05,7
378,2025-05-31 11:50:24,280.02,7
379,2025-06-01 11:50:24,411.81,7
380,2025-04-16 11:50:24,54.93,7
381,2025-04-22 11:50:24,52.35,7
382,2025-03-19 11:50:24,71.01,7
383,2025-04-08 11:50:24,100.06,7
384,2025-05-29 11:50:24,259.77,7
385,2025-03-07 11:50:24,446.06,7
386,2025-04-19 11:50:24,66.14,7
387,2025-04-27 11:50:24,389.55,7
388,2025-04-09 11:50:24,392.79,7
389,2025-05-24 11:50:24,328.59,7
390,2025-04-02 11:50:24,71.27,7
391,2025-03-09 11:50:24,372.1,7
392,2025-03-06 11:50:24,367.85,7
393,2025-04-03 11:50:24,481.44,7
394,2025-04-01 11:50:24,149.09,7
395,2025-05-27 11:50:24,278.93,7
396,2025-03-16 11:50:24,444.94,7
397,2025-05-11 11:50:24,300.54,7
398,2025-04-26 11:50:24,401.81,7
399,2025-05-23 11:50:24,399.49,7
400,2025-05-02 11:50:24,152.17,7
401,2025-04-24 11:50:24,301.85,7
402,2025-05-03 11:50:24,396.19,7
403,2025-03-15 11:50:24,249.17,7
404,2025-03-26 11:50:24,231.29,7
405,2025-03-28 11:50:24,316.19,7
406,2025-04-05 11:50:24,476.39,7
407,2025-05-13 11:50:24,429.61,7
408,2025-04-23 11:50:24,381.3,7
409,2025-06-02 11:50:24,283.34,7
410,2025-05-17 11:50:24,182.98,7
411,2025-03-21 11:50:24,335.44,7
412,2025-03-08 11:50:24,330.77,7
413,2025-04-20 11:50:24,377.92,7
414,2025-05-28 11:50:24,379.06,7
415,2025-04-29 11:50:24,499.8,7
416,2025-03-22 11:50:24,200.33,7
417,2025-05-04 11:50:24,321.04,7
418,2025-05-21 11:50:24,199.84,7
419,2025-04-13 11:50:24,371.37,7
420,2025-03-23 11:50:24,367.04,7
421,2025-05-26 11:50:24,458.4,8
422,2025-05-08 11:50:24,150.84,8
423,2025-05-25 11:50:24,433.86,8
424,2025-03-10 11:50:24,401.87,8
425,2025-03-31 11:50:24,276.57,8
426,2025-04-20 11:50:24,250.57,8
427,2025-04-08 11:50:24,206.79,8
428,2025-05-01 11:50:24,439.55,8
429,2025-03-27 11:50:24,156.35,8
430,2025-04-30 11:50:24,242.66,8
431,2025-03-06 11:50:24,329.75,8
432,2025-05-22 11:50:24,140.26,8
433,2025-06-02 11:50:24,80.18,8
434,2025-03-14 11:50:24,435.63,8
435,2025-03-12 11:50:24,496.5,8
436,2025-04-07 11:50:24,381.24,8
437,2025-03-18 11:50:24,191.11,8
438,2025-04-28 11:50:24,249.66,8
439,2025-04-19 11:50:24,202.63,8
440,2025-03-30 11:50:24,305.24,8
441,2025-06-01 11:50:24,479.57,8
442,2025-04-12 11:50:24,274.21,8
443,2025-04-25 11:50:24,167.85,8
444,2025-05-19 11:50:24,401.39,8
445,2025-04-24 11:50:24,243.6,8
446,2025-03-07 11:50:24,329.19,8
447,2025-04-04 11:50:24,426.07,8
448,2025-04-26 11:50:24,72.43,8
449,2025-04-01 11:50:24,308.21,8
450,2025-04-10 11:50:24,331.5,8
451,2025-03-25 11:50:24,262.48,8
452,2025-03-13 11:50:24,451.83,8
453,2025-05-23 11:50:24,121.86,8
454,2025-05-16 11:50:24,436.48,8
455,2025-03-19 11:50:24,212.86,8
456,2025-05-10 11:50:24,231.4,8
457,2025-05-20 11:50:24,419.4,8
458,2025-05-17 11:50:24,467.91,8
459,2025-03-11 11:50:24,50.04,8
460,2025-05-11 11:50:24,133.64,8
461,2025-03-05 11:50:24,235.34,8
462,2025-03-22 11:50:24,357.16,8
463,2025-05-02 11:50:24,308.6,8
464,2025-05-27 11:50:24,95.93,8
465,2025-03-15 11:50:24,117.0,8
466,2025-05-30 11:50:24,473.59,8
467,2025-05-24 11:50:24,173.31,8
468,2025-03-09 11:50:24,175.08,8
469,2025-03-23 11:50:24,357.12,8
470,2025-05-04 11:50:24,329.53,8
471,2025-05-09 11:50:24,310.74,8
472,2025-05-12 11:50:24,345.12,8
473,2025-05-29 11:50:24,134.84,8
474,2025-04-22 11:50:24,149.33,8
475,2025-03-26 11:50:24,436.4,8
476,2025-04-15 11:50:24,287.36,8
477,2025-04-27 11:50:24,101.12,8
478,2025-05-21 11:50:24,476.4,8
479,2025-03-21 11:50:24,184.63,8
480,2025-04-16 11:50:24,328.79,8
481,2025-05-02 11:50:24,74.2,9
482,2025-04-08 11:50:24,197.48,9
483,2025-05-31 11:50:24,306.65,9
484,2025-03-13 11:50:24,406.13,9
485,2025-03-25 11:50:24,326.14,9
486,2025-04-12 11:50:24,422.22,9
487,2025-03-22 11:50:24,73.64,9
488,2025-04-22 11:50:24,254.47,9
489,2025-04-02 11:50:24,171.72,9
490,2025-03-21 11:50:24,266.25,9
491,2025-04-16 11:50:24,360.16,9
492,2025-04-06 11:50:24,57.41,9
493,2025-03-18 11:50:24,349.82,9
494,2025-03-29 11:50:24,390.12,9
495,2025-04-26 11:50:24,223.75,9
496,2025-03-28 11:50:24,135.89,9
497,2025-05-12 11:50:24,76.82,9
498,2025-04-29 11:50:24,491.83,9
499,2025-05-06 11:50:24,403.16,9
500,2025-05-24 11:50:24,73.68,9
501,2025-04-10 11:50:24,332.13,9
502,2025-05-20 11:50:24,293.96,9
503,2025-04-15 11:50:24,153.55,9
504,2025-04-19 11:50:24,78.93,9
505,2025-03-16 11:50:24,346.72,9
506,2025-04-28 11:50:24,460.19,9
507,2025-03-17 11:50:24,155.97,9
508,2025-04-09 11:50:24,388.93,9
509,2025-03-15 11:50:24,327.71,9
510,2025-03-31 11:50:24,438.17,9
511,2025-04-13 11:50:24,310.41,9
512,2025-05-27 11:50:24,226.16,9
513,2025-04-27 11:50:24,447.8,9
514,2025-05-14 11:50:24,138.69,9
515,2025-05-18 11:50:24,67.72,9
516,2025-05-08 11:50:24,388.5,9
517,2025-05-22 11:50:24,172.24,9
518,2025-04-18 11:50:24,400.96,9
519,2025-05-28 11:50:24,463.25,9
520,2025-05-16 11:50:24,65.29,9
521,2025-04-21 11:50:24,266.54,9
522,2025-04-05 11:50:24,324.01,9
523,2025-05-23 11:50:24,87.73,9
524,2025-04-14 11:50:24,277.38,9
525,2025-05-09 11:50:24,340.42,9
526,2025-04-07 11:50:24,164.75,9
527,2025-03-20 11:50:24,431.18,9
528,2025-05-03 11:50:24,109.46,9
529,2025-03-27 11:50:24,88.72,9
530,2025-05-21 11:50:24,269.08,9
531,2025-04-03 11:50:24,317.75,9
532,2025-04-30 11:50:24,376.83,9
533,2025-04-23 11:50:24,71.98,9
534,2025-04-25 11:50:24,208.08,9
535,2025-03-11 11:50:24,117.31,9
536,2025-03-14 11:50:24,108.05,9
537,2025-05-01 11:50:24,388.75,9
538,2025-03-09 11:50:24,146.5,9
539,2025-04-20 11:50:24,183.59,9
540,2025-03-10 11:50:24,295.1,9
541,2025-03-08 11:50:24,431.41,10
542,2025-03-22 11:50:24,354.18,10
543,2025-04-17 11:50:24,348.34,10
544,2025-05-12 11:50:24,115.88,10
545,2025-04-19 11:50:24,446.01,10
546,2025-05-29 11:50:24,259.72,10
547,2025-05-25 11:50:24,189.27,10
548,2025-03-23 11:50:24,106.7,10
549,2025-03-05 11:50:24,172.45,10
550,2025-03-25 11:50:24,224.89,10
551,2025-04-25 11:50:24,68.18,10
552,2025-05-28 11:50:24,345.5,10
553,2025-03-10 11:50:24,130.41,10
554,2025-05-08 11:50:24,396.03,10
555,2025-05-14 11:50:24,140.47,10
556,2025-04-21 11:50:24,166.73,10
557,2025-03-26 11:50:24,285.63,10
558,2025-05-01 11:50:24,221.63,10
559,2025-03-18 11:50:24,487.99,10
560,2025-04-16 11:50:24,311.53,10
561,2025-05-09 11:50:24,253.41,10
562,2025-04-01 11:50:24,81.88,10
563,2025-04-18 11:50:24,181.78,10
564,2025-03-29 11:50:24,215.42,10
565,2025-04-06 11:50:24,202.05,10
566,2025-03-19 11:50:24,179.12,10
567,2025-04-24 11:50:24,293.87,10
568,2025-06-02 11:50:24,287.14,10
569,2025-05-15 11:50:24,219.12,10
570,2025-03-31 11:50:24,482.64,10
571,2025-04-05 11:50:24,323.21,10
572,2025-05-13 11:50:24,472.3,10
573,2025-05-23 11:50:24,130.51,10
574,2025-05-30 11:50:24,108.59,10
575,2025-03-28 11:50:24,221.31,10
576,2025-05-20 11:50:24,466.94,10
577,2025-03-17 11:50:24,82.24,10
578,2025-03-15 11:50:24,296.64,10
579,2025-04-28 11:50:24,107.51,10
580,2025-05-04 11:50:24,123.34,10
581,2025-05-02 11:50:24,247.89,10
582,2025-04-22 11:50:24,193.54,10
583,2025-04-29 11:50:24,465.28,10
584,2025-03-13 11:50:24,179.08,10
585,2025-05-27 11:50:24,290.78,10
586,2025-05-19 11:50:24,91.94,10
587,2025-04-30 11:50:24,279.83,10
588,2025-04-11 11:50:24,220.6,10
589,2025-05-18 11:50:24,190.64,10
590,2025-05-10 11:50:24,250.12,10
591,2025-04-26 11:50:24,378.21,10
592,2025-03-09 11:50:24,355.8,10
593,2025-04-13 11:50:24,370.28,10
594,2025-03-24 11:50:24,155.91,10
595,2025-03-12 11:50:24,339.73,10
596,2025-03-07 11:50:24,217.66,10
597,2025-06-01 11:50:24,177.16,10
598,2025-05-21 11:50:24,463.36,10
599,2025-03-06 11:50:24,410.48,10
600,2025-04-20 11:50:24,499.69,10
601,2025-05-18 11:50:24,242.89,11
602,2025-03-08 11:50:24,391.28,11
603,2025-05-26 11:50:24,204.61,11
604,2025-05-24 11:50:24,123.44,11
605,2025-04-10 11:50:24,193.57,11
606,2025-03-17 11:50:24,380.11,11
607,2025-05-10 11:50:24,482.45,11
608,2025-05-05 11:50:24,54.16,11
609,2025-05-17 11:50:24,259.9,11
610,2025-04-27 11:50:24,244.89,11
611,2025-05-12 11:50:24,172.9,11
612,2025-04-14 11:50:24,123.21,11
613,2025-04-20 11:50:24,116.74,11
614,2025-04-05 11:50:24,403.52,11
615,2025-03-09 11:50:24,475.05,11
616,2025-05-01 11:50:24,209.36,11
617,2025-03-18 11:50:24,444.9,11
618,2025-03-28 11:50:24,389.85,11
619,2025-03-19 11:50:24,423.89,11
620,2025-03-06 11:50:24,195.56,11
621,2025-04-12 11:50:24,324.02,11
622,2025-05-14 11:50:24,118.6,11
623,2025-05-22 11:50:24,343.9,11
624,2025-05-08 11:50:24,112.35,11
625,2025-03-20 11:50:24,350.4,11
626,2025-05-31 11:50:24,415.91,11
627,2025-03-25 11:50:24,241.47,11
628,2025-03-13 11:50:24,116.28,11
629,2025-04-01 11:50:24,248.86,11
630,2025-04-13 11:50:24,293.64,11
631,2025-05-19 11:50:24,295.27,11
632,2025-04-23 11:50:24,179.75,11
633,2025-05-28 11:50:24,321.07,11
634,2025-04-22 11:50:24,480.18,11
635,2025-04-16 11:50:24,459.34,11
636,2025-03-10 11:50:24,273.56,11
637,2025-05-20 11:50:24,473.46,11
638,2025-06-02 11:50:24,426.49,11
639,2025-03-21 11:50:24,494.99,11
640,2025-04-25 11:50:24,465.21,11
641,2025-05-11 11:50:24,90.1,11
642,2025-03-24 11:50:24,219.79,11
643,2025-04-03 11:50:24,146.12,11
644,2025-04-15 11:50:24,358.01,11
645,2025-04-24 11:50:24,186.77,11
646,2025-04-17 11:50:24,342.12,11
647,2025-05-06 11:50:24,165.36,11
648,2025-03-29 11:50:24,310.28,11
649,2025-05-29 11:50:24,327.3,11
650,2025-03-30 11:50:24,189.4,11
651,2025-04-28 11:50:24,129.27,11
652,2025-05-03 11:50:24,252.28,11
653,2025-04-11 11:50:24,441.29,11
654,2025-03-23 11:50:24,285.43,11
655,2025-04-09 11:50:24,254.37,11
656,2025-05-13 11:50:24,168.67,11
657,2025-03-12 11:50:24,170.2,11
658,2025-05-27 11:50:24,278.94,11
659,2025-05-07 11:50:24,452.66,11
660,2025-04-04 11:50:24,285.19,11
661,2025-05-20 11:50:24,421.81,12
662,2025-03-11 11:50:24,357.41,12
663,2025-05-11 11:50:24,456.62,12
664,2025-05-06 11:50:24,359.9,12
